" Kidman, Fiona ",17
"Fforde, Katie ",17
" Jones, Lloyd ",17
" Cunningham, Sophie ",17
"Covert, Jack ",17
" Travis, Fred ",17
" Sattersten, Todd ",17
" Hyland, M. J. ",17
"Garcia, Kami ",17
"Galenorn, Yasmine ",16
" Phillips, Aryn Z. ",16
"Duarte, Judy ",16
"Wells, Robin ",16
"Roth, Zachary ",16
"Koch, Marlene ",16
" Bakker, Fred ",16
"Mead, Richelle ",16
"Daniels, B. J. ",16
"Phillips, Mark J. ",16
"Alexander, Stephon ",16
"March, Meghan ",16
"Carr, Robyn ",16
" Paetro, Maxine ",16
"Van Agtmael, Antoine ",16
" Thrasher, Travis ",15
"Housewright, David ",15
Gooseberry Patch ,15
SpeechWorks (COR),15
"Hatch, Steven ",15
"McDonell, Terry ",15
"Teitelman, Robert ",15
Securities Institute of America (COR),15
"Verni, Ken A. ",15
"Light, Alan ",15
"Smith, Katy Simpson ",15
"Siegel, Noah ",15
"McCreery, Scotty ",15
"Doherty, Paul ",15
" Schwarz, Christian ",15
"Oust, Gail ",14
 Various ,14
Zondervan Publishing House ,14
"Springer, Jan ",14
"Lerner, Ben ",14
" Andersen, Hans Christian ",14
"Wilson, Bee ",14
"Hunter, Maddy ",14
" Sterling, Zachary (CON)",14
" McKenna, Lindsay ",14
"Boone, Ezekiel ",14
"Nihill, David ",14
" Thomas, Marina ",14
"Madow, Michelle ",14
"Rider, Sara ",14
"Loh-Hagan, Virginia ",14
" Galt, John (TRN)",14
"Hastings, Christopher ",14
"Martin, Shannan ",14
"Broder, Melissa ",14
"Hickenlooper, John ",13
"Crowley, James ",13
" Potter, Maximillian ",13
"Allison, John ",13
"Mulle, Mark ",13
"Madison, Mari ",13
" Treiman, Lissa (CON)",13
" Darlington, André ",13
" St. Louis, Regis ",13
"Noonan, Peggy ",13
"Scheidig, Hannah ",13
"Stevens, Stuart ",13
"Mclaughlin, Danielle ",13
"Bywaters, Grant ",13
"Bradley, Marion Zimmer ",13
"Coontz, Stephanie ",13
" Ross, Deborah J. ",13
"Bergen, Margaux ",13
"Darlington, Tenaya ",13
"Schulz, Charles M. ",12
"Hijuelos, Oscar ",12
"Emerson, Kevin ",12
"Scarbrough, Mark ",12
"Jones, Lisa Renee ",12
" Weinstein, Bruce ",12
"Kaufmann, Stephan ",12
"Keiffer, Ann ",12
"St. John, Yahrah ",12
"Ali, Ayaan Hirsi ",12
" Bobick, James ",12
"Moreno, Mike ",12
"Balaban, Naomi ",12
"Rowley, Aidan Donnelley ",12
"Able, Allie ",12
"Owen, L. J. M. ",12
"Drury, Bob ",12
" Waters, Steve ",11
"Bratton, Susan ",11
"Calbom, Cherie ",11
"Blain, Georgia ",11
"Eszterhas, Suzi ",11
"Ingber, Mandy ",11
"Howell, Hannah ",11
"Wilson, Jonathan ",11
" Iannotta, Jessica ",11
"Johnson, Mary Victoria ",10
"McHugh, Gail ",10
" Watkins, Abbey (ILT)",10
"Copleton, Jackie ",10
" Pella, Judith ",10
"Riggs, Deidra ",10
"De La Hoz, Cindy ",10
"Astle, David ",10
" Voskamp, Ann ",10
"Whitlow, Robert ",10
"Gerber, Daryl Wood ",10
" Scott, Bob ",10
" Monroe, Caleb ",10
" Gertler, Nat ",10
"Day, Zuri ",10
"Radziwill, Carole ",10
"Brown, Margaret ",10
"Vallere, Diane ",10
"Coast, John ",10
"Roberge, Rob ",10
"Doig, Ivan ",10
"Ile, Jowhor ",10
"Mull, Brandon ",10
"Phillips, Michael ",10
"Rowson, Pauline ",10
" Scott, Vicki ",10
"Ford, Martyn ",10
"Docter, Quentin ",10
"Pogue, David ",10
"Boyle, Gregory ",10
"Fogerty, John ",10
" Halter, Ed (EDT)",9
" Dragicevich, Peter ",9
" Feiffer, Jules (CON)",9
" Kath, Katie (ILT)",9
" Raphael, Miriam ",9
"Mills, Claudia ",9
"Thoene, Bodie ",9
"Rowley, Steven ",9
"Costain, Meredith ",9
"Wexler, Django ",9
" Thoene, Brock ",9
"Rose, Kristi ",9
"Levitz, Paul ",9
"Behr, Edward ",9
"Bayer, William ",9
"Drucker, Peter Ferdinand ",9
"Proby, Kristen ",9
"Taylor, Jodi ",9
"Scranton, Roy ",9
" Meltzer, Brad (INT)",9
"Graham, Deborah ",9
"Blackwood, Lily ",9
"Cheung, Theresa ",9
"Alexander, Kianna ",9
" Phillips, Lisa (EDT)",9
"Cornell, Lauren ",9
"Diamond, Katerina ",9
"Marsh, Anne ",8
"Dabbs, Reggie ",8
" Driver, John ",8
"Ahern, Cecelia ",8
"Bisognin, Marzia ",8
" Clark, Gregor ",8
"Kirchner, Bharti ",8
"Wilkinson, Kerry ",8
"Jaffe, Harry ",8
"Disilverio, Laura ",8
"Gardner, Lloyd C. ",8
" Childs, Lisa ",8
"Varoufakis, Yanis ",8
"Neilsen, David ",8
"Shaber, Sarah R. ",8
"Sweeney, Leann ",8
"Weiner, Jennifer ",8
"Willoughby, Kate ",7
"Hearn, Lian ",7
Manhattan Prep (COR),7
"Kellerman, Jonathan ",7
"Weschcke, Carl Llewellyn ",7
" Raymond, Emily ",7
" Gould, Leslie ",7
"Truffaut, Francois ",7
"Morland, Polly ",7
" Jacobs, Joseph ",7
"Bae, Kenneth ",7
"Rolf, David ",7
" Tabb, Mark (CON)",7
" Brennan, Megan ",7
" Bevere, Lisa (FRW)",7
"Gifford, Christa Black ",7
" Christensen, Andrew ",7
"Yaeger, Don ",7
"Walker, J. D. ",7
" Braddock, Paige ",7
"Lamb, Christina ",7
" Mason, J. D. ",7
"Gillette, Robert H. ",7
" Illingworth, Sasha (PHT)",7
"Doerr, Anthony ",7
"Redgold, Eliza ",7
"Clark, Mindy Starns ",7
"Axelrod, Alan ",7
"Billingsley, Reshonda Tate ",7
"Allred, Mike ",7
"Eadon, Kelly ",7
" Baltazar, Art ",7
"Gold, Joel ",7
"May, Vicki V. ",7
" Cammuso, Frank ",7
"Schwabel, Dan ",7
"Elabd, Adam ",7
"Cantin, Paul ",7
" Thomas, Jacquelin ",7
"Burke, Kealan Patrick ",6
"Grushin, Olga ",6
"MacBride, Stuart ",6
"Diamandis, Peter H. ",6
"Carter, Joe (EDT)",6
"Trentham, Laura ",6
"Christopher, John ",6
" Serritella, Francesca ",6
"Dahl, Victoria ",6
"Benjamin, J. M. ",6
"Scottoline, Lisa ",6
"Williams, Mary J. ",6
"Anderson, Lin ",6
"Silverman, Susan ",6
"Jump, Shirley ",6
"Ponti, James ",6
"McNamara, Kevin J. ",6
"Coakley, Lena ",6
" DeYoung, Kevin (FRW)",6
" Burroughs, Scott (ILT)",6
"Sims, Joanna ",6
"Stuart, Anne ",6
"Edis, Taner ",6
"Madison, Tracy ",6
"Queen, Ellery ",6
"Holmes, Julianne ",6
"Gradowski, Janel ",6
"Robinson, Marilynne ",6
"Haefner, Stephanie ",5
"Caddy, Meg ",5
"Miller, C. J. ",5
"Vaughan, Brian K. ",5
"Jaffarian, Sue Ann ",5
"Aronson, Marc ",5
"Velásquez, Jhon Jairo ",5
"Long, Heather ",5
" Wang, Sean (ILT)",5
"Richards, Emilie ",5
"Lacey, Helen ",5
"Wingate, Lisa ",5
"Marks, Erika ",5
" Watson, Jesse Joshua (ILT)",5
"Willig, Lauren ",5
" Robson, Jennifer ",5
"Wilson, Ben ",5
"Camaron, Chelsea ",5
"Smith, Keri ",5
"Edwards, Cassie ",5
"Eldredge, John ",5
"Meadows, Foz ",5
"Charish, Kristi ",5
"Hatcher, Robin Lee ",5
"Pirro, Jeanine ",5
"Kling, Heidi R. ",5
"King, Trey ",5
"McBride, Laura ",5
" Staples, Fiona (CON)",5
"Dreisinger, Baz ",5
"Brooks, Amie D. ",5
"De Laurentiis, Giada ",5
" Gaynor, Hazel ",5
"Freese, Barbara ",5
" Dougherty, Brandi ",5
"Senzai, N. H. ",5
" Overholser, Brian R. ",5
"Endredy, James ",5
" Rex, Adam (ILT)",5
" Hajjar, Emily R. ",5
"Ahiers, Sarah ",5
"Leather, Stephen ",5
Lego ,5
" Zimmerman, Karla ",5
" Fontecha, Maritza Neila Wills (CON)",5
"Chirban, John ",5
"Wilkinson, Matt ",5
" Sanoski, Cynthia ",5
" Williams, Beatriz ",5
"Godfrey, Daniel ",5
"Anders, Karen ",5
" Stevens, José, Ph.d. (FRW)",5
" Gambatesa, Francesca (ILT)",5
"Lynch, Marc ",5
"Herriman, Nancy ",4
"Zoller, Kim ",4
"Berenson, Laurien ",4
Betches ,4
"Frazier, Ian ",4
"Buchman, M. L. ",4
"Eaton, Susan E. ",4
"Freeman, Philip ",4
"Anderson, Benedict ",4
"Barnett, Mac ",4
 Brothers Grimm ,4
"Lagercrantz, David ",4
"Bushnell, Jeremy P. ",4
"Byatt, A. S. ",4
" Grahame, Kenneth ",4
" Ames, Elizabeth ",4
" Stadlen, Tommy (CON)",4
"Power, Robert ",4
" Nuttall, Robin ",4
" Hardin, Andy (CON)",4
"Browne, John ",4
"Bradford, Laura ",4
"Clopton, Debra ",4
"Kuehn, Stephanie ",4
"Bradford, Jim ",4
"Klavan, Andrew ",4
"Bongino, Dan ",4
jdMission Senior Consultants (COR),4
"Eve, Nomi ",4
"Forbes, Steve ",4
"Phillips, Steve ",4
"Marlow, Chris ",4
 Moonbot (ILT),4
"Lethbridge, Ann ",4
"Lauren, Christina ",4
" Preston, Kerry ",4
"King, Kristy ",4
"Morgan, C. E. ",4
"Dann, Michael ",4
"Brittenham, Skip ",4
"Rubart, James L. ",4
"Contreras, Francisco ",4
"Hawkins, Ed ",4
"McKenzie, Sophie ",3
"McGowan, Terry ",3
"Boyle, Al ",3
"Marsden, Carolyn ",3
" Niem, Thay Phap ",3
"Doblin, Alfred ",3
"Kerr, Judith ",3
"Holt, Desiree ",3
"Toon, Paige ",3
"Deaver, Jeffery ",3
" DiTerlizzi, Tony (ILT)",3
" O'Reilly, Bill (FRW)",3
"Williams, Mark ",3
"Ponsot, Marie ",3
"Jones, Gin ",3
" Ashby, Elizabeth ",3
"Bonny, Sandy Marie ",3
" Chng, Joyce (EDT)",3
"Bowen, Rhonda ",3
"Keating, Helen ",3
"Tuttle, Cassidy ",3
"Dowding, Philippa ",3
" de la Vega, M. Cecilia (TRN)",3
"Savage, Michael ",3
"Goh, Jaymee (EDT)",3
"Robbins, Tony ",3
"Scott, A. D. ",3
"Black, Jenna ",3
" Searls, Damion (TRN)",3
Papa Francisco (COR),3
"Orwell, George ",3
"Krauze, León Rodrigo ",3
"Berkhout, Nina ",3
"Delaney, Seleste ",3
"Dellamonica, A. M. ",3
"Merritt, Marian P. ",3
"Costello, Brian ",3
"Higgs, Michelle ",3
" Helquist, Brett (ILT)",3
"Brust, Steven ",3
"Grande, Reyna ",3
"Lukens, F. T. ",3
 Aesop ,2
"Henricks, Barbara Cave ",2
" Topiwala, Kirty (EDT)",2
"Schnippert, Kristara ",2
"Prasad, Aarathi ",2
"Zinke, Ryan ",2
"Backus, William ",2
"Mabanckou, Alain ",2
"Carlyon, Deborah ",2
"Hunter, Neil ",2
"Logan, Horace ",2
" Shaw, Hannah (ILT)",2
"Naylor, Phyllis Reynolds ",2
"Erickson, John R. ",2
" Reiner, Rob (FRW)",2
"Guinn, Jeff ",2
"Look, Lenore ",2
"Gaitskill, Mary ",2
" Greive, Bradley Trevor (INT)",2
"Hatfield, Ruth ",2
"Thornton, Margaret ",2
"Behrendt, Larissa ",2
" Aiello, Paul (CON)",2
"Burkhart, Jessica ",2
"Bartram, Sean ",2
"Paul, Rhea ",2
"Maytree, Lilly ",2
" Reynolds, Kevin (CON)",2
"Parks, Carrie Stuart ",2
"Russell, Bertrand ",2
"Stringer, Vickie M. ",2
"Ellison, J. T. ",2
" Irving, Washington ",2
" Maurer, Kevin ",2
"Bradley, John Ed ",2
"Shirley, Melissa ",2
" Stevenson, Helen (TRN)",2
"Hunt, Angela Elwell ",2
"Andrews, V. C. ",2
" Fahim, Donia ",2
"Flowers, R. Barri ",2
"Kronen, Brad ",2
" Holmes, Gerald L. ",2
" McEwen, Scott (CON)",2
" Powell, Corey S. (EDT)",2
"Morris, Kate ",2
" Quinn, Hayden ",2
"Shah, Neil ",2
"McKinley, Michael ",2
"Mccurley, T. Mark ",2
" Shelton, Rusty ",2
"Coville, Bruce ",2
"Liffman, Karl ",2
"Elwes, Cary ",2
"Langdon, Lorie ",2
"Churchill, Dan ",2
"Nye, Bill ",2
" Layden, Joseph ",2
"Edwards, Nicole ",2
"Capucilli, Alyssa Satin ",2
" Chapian, Marie ",2
"Johnson, Angela ",2
"Ormiston, Meg ",2
"Butler, Christyne ",2
"Keaton, Kelly ",2
"Wachenheim, Edgar ",2
"Wagner, Holly ",2
"Cross, Kady ",2
"Cole, David ",2
"Johnston, Joan ",1
"Chinmoy, Sri ",1
"Slim, Iceberg ",1
" Bishop, A. B. ",1
"VI Makome, Inongo ",1
" Ugarte, Michael ",1
"Middleton, Angela ",1
"Bhattacharya, Oni ",1
"Gideon, Francis ",1
"Fayman, Corey Lynn ",1
"Chasteen, John Charles ",1
"Celine, Marie ",1
"Knight, Julia ",1
"Hensher, Philip ",1
" Karlin, Adam ",1
"Moffitt, James ",1
"Force, Marie ",1
"Mcintyre, Anna J. ",1
"Farmer, Bonnie ",1
" Perrault, Charles ",1
"Walters, N. J. ",1
"Moore, Addison ",1
"Nye, Jody Lynn ",1
" Masciullo, Lucia (ILT)",1
"Jennings, John ",1
"De La Cruz, Melissa ",1
"Canfield, Jack ",1
"Messenger, Shannon ",1
" Rodriguez, Luis (FRW)",1
" Jones, Steve ",1
"Neumann, Klaus ",1
"Gaboriau, Émile ",1
"Dean, Averil ",1
"Jack, Albert ",1
"Sherman, Josepha ",1
" Garrett, Sam (TRN)",1
"Nannestad, Katrina ",1
"Negrete, Freddy ",1
"Gregson, J. M. ",1
"Barkley, Callie ",1
"Smith, Jane ",1
"Parrott, Les ",1
"Deskins, Liz ",1
"Blockmon, Raymond ",1
" Mayhew, Bradley ",1
"Enright, Dominique ",1
"Yapko, Michael D. ",1
" Tristan, Ernest (TRN)",1
" Ogilvie, Sara (ILT)",1
"Mcmillan, Rachel ",1
"Saunders, Kate ",1
"Chandler, Jo ",1
" Kipling, Rudyard ",1
"Greenway, H. D. S. ",1
"Stewart, Angus ",1
"Hosking, Jay ",1
"Douglas, Penelope ",1
"Sierra, Jude ",1
"Moore, Beth ",1
"Agosin, Marjorie ",1
" Brown, Lindsay ",1
"Scieszka, Jon ",1
"Suré, María ",1
"Hobbes, Elisabeth ",1
"Puga, Joel ",1
"Payne, Mary Jennifer ",1
"Jamison, Rayanna ",1
"Young, W. Paul ",1
"Deresiewicz, William ",1
" Catlow, Nikalas (ILT)",1
"Taylor, Beverly ",1
" Jack, Colin (ILT)",1
"Morgan, Robert ",1
" Lafrance, Marie (ILT)",1
